Model,cond((Int)),disp((Int)),cond(scale(harvest)),cond(scale(osm_industrial)),cond(scale(pipeline_transmission_lines)),cond(scale(seismic_lines_3D)),cond(scale(seismic_lines)),cond(scale(trails)),cond(scale(wells)),df,logLik,AICc,delta,weight,Dataset,species
3500 meter buffer,-3.181858641887944,+,0.14847124237811887,-0.18725239226548698,0.07583360370374444,-0.8552461822798436,-0.04462247092858571,0.13722150240730097,-0.2519521021827564,9,-249.1443759819904,517.0995627747916,6.423471949110535,0.00988110071503232,osm_anthro_df_2021_2022,wolf
3750 meter buffer,-3.174576439549972,+,0.13864218581685056,-0.17400948864615104,0.04668447439332929,-0.8152509711100075,-0.026106599339231148,0.11178624469591439,-0.27553372337212295,9,-249.4667062995377,517.7442234098862,7.068132584205159,0.00715845085415158,osm_anthro_df_2021_2022,wolf
1000 meter buffer,-3.1679309711712405,+,0.06316648844813931,-0.1898661292716135,0.03246978849528153,-0.8060020445911288,0.039358141697290655,0.10145368376404845,-0.252890874747056,9,-249.55293487683474,517.9166805644803,7.240589738799258,0.00656705195768702,osm_anthro_df_2021_2022,wolf
4000 meter buffer,-3.1680107818931686,+,0.13202797113985446,-0.15774712572945185,-0.010082174192115701,-0.7768846739599743,-0.02802683609403831,0.08157247935456613,-0.2591064591417665,9,-249.71640911159454,518.2436290339999,7.567538208318865,0.00557666420191223,osm_anthro_df_2021_2022,wolf
4250 meter buffer,-3.1623006347849585,+,0.10394999970424293,-0.13342853557090892,-0.047897668016886205,-0.7534443600947576,-0.023558777423688997,0.07508420399977611,-0.2632858721977135,9,-249.99753391345476,518.8058786377203,8.12978781203924,0.0042100140395304,osm_anthro_df_2021_2022,wolf
4500 meter buffer,-3.155557867056328,+,0.08533774614645437,-0.1192908750160486,-0.08091858140426396,-0.736311632013074,-0.030097050760589678,0.06653921914282156,-0.2413098079010088,9,-250.30879807145976,519.4284069537304,8.752316128049301,0.00308392095435502,osm_anthro_df_2021_2022,wolf
4750 meter buffer,-3.149555813094177,+,0.06932065637867284,-0.11027966607716123,-0.11996860993854468,-0.7114120354093546,-0.0272207443270625,0.05308246498053723,-0.22106113649835654,9,-250.44846243019109,519.707735671193,9.031644845511892,0.00268193209502872,osm_anthro_df_2021_2022,wolf
500 meter buffer,-3.1549975730945814,+,-0.0058995975198740756,-0.049287288988177,-0.026246672320207942,-0.8061073201919449,0.065331229492054,0.10579167770055811,-0.321736927652652,9,-250.49316523726526,519.7971412853414,9.121050459660296,0.0025646824215176,osm_anthro_df_2021_2022,wolf
250 meter buffer,-3.1966173373454327,+,0.03151991187771302,0.05258659979226227,-0.00551844032058761,-1.0378012611444738,0.014776294006724663,0.2223565067277013,-0.09401180389021759,9,-250.54370426920076,519.8982193492124,9.222128523531296,0.00243828671514754,osm_anthro_df_2021_2022,wolf
5000 meter buffer,-3.144869795279997,+,0.05272810114328015,-0.10220916154318091,-0.15301802747524737,-0.6967969882457152,-0.023322843146583054,0.04543568950493083,-0.1976244281609872,9,-250.56472074738912,519.9402523055891,9.264161479908012,0.00238757724925846,osm_anthro_df_2021_2022,wolf
750 meter buffer,-3.145970253717311,+,0.07042491688372172,-0.11805238434175389,0.0515545468680372,-0.8092120347701728,0.11843684289262488,0.0378500373770393,-0.14138211076352641,9,-251.67709810057238,522.1650070119556,11.488916186274537,0.000784979085190884,osm_anthro_df_2021_2022,wolf
250 meter buffer,-1.894835711289626,+,-0.29467069375870686,0.09425033704153006,0.006616863362130826,0.07457654233677531,-0.16572823589662664,0.06159281511509341,-0.2236996935207641,9,-437.71892836560755,894.2486675420259,0,0.99595258251534,osm_anthro_df_2021_2022,lynx
500 meter buffer,-1.873101004459229,+,-0.2156919772166068,0.10293880994893713,-0.019673189428139837,0.06937945172359261,-0.08108461420688934,-0.01431302149710213,-0.20047458010156097,9,-444.1865538021859,907.1839184151827,12.935250873156747,0.00154662356845168,osm_anthro_df_2021_2022,lynx
4250 meter buffer,-1.8781324461031008,+,0.17708327709544258,0.05193273956734307,-0.035048833431069605,0.07412846842076329,-0.19062356366984506,0.0928660149706525,-0.1309605932634424,9,-445.76706755067863,910.3449459121681,16.09627837014216,0.000318402320659155,osm_anthro_df_2021_2022,lynx
5000 meter buffer,-1.8753293778680775,+,0.13109992221563557,0.08080413972561765,-0.058032731891767025,0.10098592616510596,-0.17514843224848314,0.08851419247677982,-0.11589565002876018,9,-445.8725053060479,910.5558214229067,16.30715388088072,0.000286539955474992,osm_anthro_df_2021_2022,lynx
4750 meter buffer,-1.8754874446708831,+,0.1456704092036209,0.07244795054210369,-0.0504522405748741,0.0910167670893724,-0.1720647347993772,0.09413080587449821,-0.1196412930002145,9,-445.94817383138735,910.7071584735855,16.458490931559595,0.000265657918836469,osm_anthro_df_2021_2022,lynx
3750 meter buffer,-1.8777332749296716,+,0.16606726885432885,0.04198486464665551,-0.02229473856840324,0.06482958535456618,-0.19547898122440938,0.0947172589120475,-0.1410049486631334,9,-445.96937070956943,910.7495522299497,16.500884687923758,0.000260086061900742,osm_anthro_df_2021_2022,lynx
4500 meter buffer,-1.8768128298129136,+,0.17013675989032231,0.062340691092327136,-0.050635027373891264,0.08297493109307144,-0.17890687268283062,0.09220456611328104,-0.11305910589857272,9,-446.01142556866733,910.8336619481455,16.584994406119563,0.000249374984242794,osm_anthro_df_2021_2022,lynx
3500 meter buffer,-1.8762481452080382,+,0.15982760087394132,0.042475875300871914,-0.012373846248680966,0.06458771831439061,-0.18191191481577457,0.09696013480507668,-0.1499100443571217,9,-446.1870158444842,911.1848424997793,16.936174957753337,0.000209216049696903,osm_anthro_df_2021_2022,lynx
4000 meter buffer,-1.8777222787769132,+,0.17156337405405583,0.04479929904741621,-0.037003527302870085,0.06961254181166666,-0.19088660419795664,0.09032131210192608,-0.12311746478381093,9,-446.2239646558599,911.2587401225306,17.010072580504698,0.00020162683496106,osm_anthro_df_2021_2022,lynx
1000 meter buffer,-1.8661049248810102,+,-0.11440623001512941,0.07094306233536558,0.01978665299367064,0.07077166985230093,-0.00676905737736152,0.09299693418304672,-0.2121816317477972,9,-446.37917559299603,911.5691619968029,17.320494454776963,0.000172639861649607,osm_anthro_df_2021_2022,lynx
3250 meter buffer,-1.8751605561403561,+,0.15400245856141404,0.04846624108676849,-0.012902274975745028,0.0713978374532412,-0.16665223895792888,0.08938724627918393,-0.16021718133866575,9,-446.5210319118374,911.8528746344856,17.60420709245966,0.000149807536658168,osm_anthro_df_2021_2022,lynx
750 meter buffer,-1.8667734028393528,+,-0.15052076802481712,0.09380221966911892,0.002609592839870535,0.06941277525578696,-0.03717131917353292,0.030480314256540363,-0.18595883750726136,9,-446.9217696913156,912.654350193442,18.4056826514161,0.000100344935118792,osm_anthro_df_2021_2022,lynx
3000 meter buffer,-1.8735767069585358,+,0.1424669067575335,0.04266891159563617,-0.012630280756736764,0.0754008676279436,-0.1450485371217613,0.088698264647701,-0.16841085803294834,9,-447.04921051740257,912.909231845616,18.660564303590036,8.83382128604529e-05,osm_anthro_df_2021_2022,lynx
1250 meter buffer,-1.8657997974755622,+,-0.10474335310230537,0.05541716512759554,0.022198792946275966,0.0715655566740782,0.03907575238910315,0.10145197926500002,-0.2184513961420549,9,-447.15616897491225,913.1231487606353,18.87448121860939,7.93774496296395e-05,osm_anthro_df_2021_2022,lynx
2750 meter buffer,-1.8705519357360298,+,0.12220358960960359,0.04221333617926076,-0.006783696941400783,0.0773949304304445,-0.12369552053642435,0.07960386609760645,-0.17885554996317407,9,-447.98871019305824,914.7882311969273,20.53956365490137,3.45246340635607e-05,osm_anthro_df_2021_2022,lynx
1500 meter buffer,-1.863552113899275,+,-0.07129124859142398,0.04894335289943918,0.02662700376976209,0.07478874654668662,0.03613676355814616,0.10924980728994761,-0.20210691799848562,9,-448.35501850476953,915.5208478203499,21.272180278323958,2.39355496858097e-05,osm_anthro_df_2021_2022,lynx
2000 meter buffer,-1.8650717449386476,+,0.03121711571176138,0.04712055586736117,0.028358337649423655,0.08069574335845979,-0.0013496706463525774,0.10336587661287461,-0.2143190483783804,9,-448.72218255301016,916.2551759168311,22.006508374805207,1.6580059529061e-05,osm_anthro_df_2021_2022,lynx
2500 meter buffer,-1.8677202369444073,+,0.09170597958895466,0.04379083473485076,-0.0073830121167589935,0.07900523264020275,-0.09793264627416684,0.08088922217352086,-0.1774810595133276,9,-448.75735908356006,916.325528977931,22.076861435905016,1.60069693146112e-05,osm_anthro_df_2021_2022,lynx
1750 meter buffer,-1.8634547801796166,+,-0.01426630771849947,0.048906209586244816,0.0282205456574235,0.0788984297700602,0.016555868094416355,0.10430294905375721,-0.20963460889687166,9,-448.83787155555757,916.486553921926,22.237886379900033,1.47687245329965e-05,osm_anthro_df_2021_2022,lynx
2250 meter buffer,-1.8662357471208262,+,0.0693803240756141,0.04817181248510571,7.308679530517774e-4,0.081473570190858,-0.06307255460597895,0.0893052215684002,-0.18818917427197462,9,-448.92282714275,916.6564650963109,22.40779755428491,1.35658573929332e-05,osm_anthro_df_2021_2022,lynx
750 meter buffer,-1.834850794540922,+,0.01836807751063776,-0.34338848308616954,0.09664377597489389,0.08740666687054656,0.01541373444343586,0.054674940765968905,-0.1557312046223352,9,-433.5506949542341,885.912200719279,0,0.525787389515224,osm_anthro_df_2021_2022,moose
1000 meter buffer,-1.8307982643412548,+,-7.321436209835491e-4,-0.31386469519296517,0.07937053384332947,0.06848740701742527,-0.05099318981381066,0.07085906580141119,-0.2055042584781546,9,-434.0007543640067,886.8123195388242,0.9001188195452414,0.335236924381553,osm_anthro_df_2021_2022,moose
500 meter buffer,-1.826985605835599,+,0.00698892165533263,-0.28769721228191325,0.07007460931723071,0.10032679639065703,0.06943635091983609,0.06798361183778558,-0.09245836285657764,9,-435.78655642895137,890.3839236687136,4.471722949434593,0.0562066711654274,osm_anthro_df_2021_2022,moose
1250 meter buffer,-1.821919379979685,+,0.01389097048862583,-0.2539250684714725,0.08773630639294885,0.05491331725734828,-0.03816704720492738,0.08574822219450158,-0.18125649988249826,9,-437.3077261477357,893.4262631062822,7.514062387003264,0.0122786960850452,osm_anthro_df_2021_2022,moose
1500 meter buffer,-1.8218350844051259,+,4.848258871141401e-4,-0.24345531168040432,0.08863372799715642,0.045153144892340936,-0.06537359296533754,0.09490797108479847,-0.2015955878329713,9,-437.3622895003521,893.5353898115151,7.623189092236089,0.011626679131537,osm_anthro_df_2021_2022,moose
2500 meter buffer,-1.8188926715109595,+,-0.0374481328077995,-0.20525877777583665,0.17863507754692165,-0.024933717556837216,-0.012025227706886181,0.09334723601809887,-0.25697587194349547,9,-437.71200623378485,894.2348232783805,8.322622559101546,0.00819550349034365,osm_anthro_df_2021_2022,moose
3000 meter buffer,-1.8183108256652065,+,-0.0411993488435148,-0.23034780404102684,0.1952696927541762,-0.03225051936041832,-0.030413547157359794,0.0925195297733173,-0.22388643533339447,9,-437.7450741634179,894.3009591376466,8.388758418367615,0.00792892701475734,osm_anthro_df_2021_2022,moose
1750 meter buffer,-1.8193862251150377,+,-0.014742438980698895,-0.19029548260028695,0.1020286967431675,0.027391543544432947,-0.07524916968612021,0.07995650835281626,-0.25642440885320666,9,-437.8703996305709,894.5516100719526,8.639409352673624,0.00699497652572234,osm_anthro_df_2021_2022,moose
2750 meter buffer,-1.8179965085080383,+,-0.04094960512264348,-0.22325971027482294,0.19211003960778741,-0.03216401772997868,-0.014056939243873101,0.09192659316576145,-0.22684061568222177,9,-437.8975145297675,894.6058398703458,8.693639151066805,0.00680785677329715,osm_anthro_df_2021_2022,moose
3250 meter buffer,-1.8167842206333307,+,-0.04797190941002579,-0.24068662490619028,0.19153155879870545,-0.033865854979161863,-0.03078596972939058,0.0926404513202566,-0.19943280976216002,9,-438.0524787791332,894.9157683690772,9.003567649798242,0.00583056030928957,osm_anthro_df_2021_2022,moose
3500 meter buffer,-1.8157642607112479,+,-0.06023641386806966,-0.24859171697613608,0.18847641367546736,-0.03585791012813508,-0.029600928633557257,0.09262266817127679,-0.1851897746170057,9,-438.22670017712835,895.2642111650675,9.352010445788551,0.00489831714185214,osm_anthro_df_2021_2022,moose
3750 meter buffer,-1.8148895902142363,+,-0.07179975589291929,-0.2566539517355618,0.1806878808200749,-0.03773767053476256,-0.02634355301035722,0.09552987600734766,-0.1571813398368989,9,-438.5155396175745,895.8418900459599,9.929689326680887,0.00366948844931256,osm_anthro_df_2021_2022,moose
2000 meter buffer,-1.8178482277672716,+,-0.028215301391274792,-0.16591761757710413,0.11764210418211075,0.008666256998462019,-0.042813699539511606,0.07710227131701268,-0.2773481429779936,9,-438.5775550287909,895.9659208683927,10.053720149113701,0.00344883624561515,osm_anthro_df_2021_2022,moose
2250 meter buffer,-1.8177058429252868,+,-0.025291948085244483,-0.17698566681740188,0.1449500608721421,-0.008776107951980418,-0.022815705821373815,0.0802200481296867,-0.2670610466606456,9,-438.59264416444,895.9960991396908,10.083898420411856,0.00339718693933241,osm_anthro_df_2021_2022,moose
4000 meter buffer,-1.8138765286150567,+,-0.07829050804800322,-0.2502905163445375,0.163816072283268,-0.03731265887478693,-0.026489428715234225,0.09752036997149581,-0.1462900849437622,9,-438.87473675790056,896.560284326612,10.648083607332978,0.00256217145847226,osm_anthro_df_2021_2022,moose
250 meter buffer,-1.813659625961938,+,-0.0025584284540762486,-0.1620849430847535,-8.116911951844286e-4,0.11191027686221743,0.09039618430405567,0.09089820266418135,-0.0307805390887219,9,-439.1295245258291,897.069859862469,11.157659143190017,0.00198589035867819,osm_anthro_df_2021_2022,moose
4250 meter buffer,-1.8118494942795413,+,-0.08816731852054459,-0.23311256642687062,0.1441355831877737,-0.032047910318024994,-0.013893252838085863,0.10077366625959296,-0.14194294982853428,9,-439.64077763183025,898.0923660744713,12.180165355192344,0.00119102496435292,osm_anthro_df_2021_2022,moose
4500 meter buffer,-1.8105558328528364,+,-0.09900842228857926,-0.21278811666068215,0.13569544263167774,-0.02914544958261362,0.002179302247539609,0.10271457828517741,-0.14892773428562817,9,-440.15617633761474,899.1231634860403,13.210962766761327,0.000711354446725091,osm_anthro_df_2021_2022,moose
5000 meter buffer,-1.810027489761079,+,-0.11238906965639191,-0.18327826648456014,0.15561118148731676,-0.0331248063111234,0.01921552361429464,0.1046041057177903,-0.18440735657464072,9,-440.25550759696984,899.3218260047505,13.40962528547152,0.000644090706526481,osm_anthro_df_2021_2022,moose
4750 meter buffer,-1.8099360462456082,+,-0.10497216956169582,-0.19092559854799926,0.1413337033330922,-0.028302305321976383,0.014932787525185452,0.1020818655359251,-0.1737691815550393,9,-440.3306683671423,899.4721475450955,13.559946825816496,0.000597454896936228,osm_anthro_df_2021_2022,moose
1750 meter buffer,-4.592611824917363,+,-0.2628681241896962,0.44701079255961207,0.3240381080393458,-0.22085658357340315,-0.4868720929822696,-0.8834669500929325,-0.08828480382071757,9,-173.69900791886224,366.2088266485353,0,0.73258572477026,osm_anthro_df_2021_2022,fox
2000 meter buffer,-4.532780497316268,+,-0.21717819869890942,0.3951529258096262,0.3455982673363077,-0.29498741338858514,-0.4768146751442596,-0.7528324381679461,0.01458860897542819,9,-175.2407208148136,369.29225244043806,3.083425791902755,0.156783750180878,osm_anthro_df_2021_2022,fox
1500 meter buffer,-4.486296757671402,+,-0.3766694028389708,0.3680530371323198,0.21790757596845853,-0.1212869083607408,-0.4365304701605878,-0.7755132234860497,-0.03182991868825215,9,-176.23253163298583,371.2758740767825,5.067047428247179,0.0581517893820288,osm_anthro_df_2021_2022,fox
2250 meter buffer,-4.490386021661765,+,-0.2449317828531248,0.3672026183704129,0.4038175499162398,-0.3379185301432277,-0.3919251074919557,-0.6415523567489093,0.04205289389321528,9,-177.84905159056183,374.5089139919345,8.300087343399184,0.0115482821320166,osm_anthro_df_2021_2022,fox
2500 meter buffer,-4.50854317015559,+,-0.19353507043758356,0.39306083526512975,0.46614940011728917,-0.36657708270360345,-0.4114253396690908,-0.6323123630745866,0.015234845046187868,9,-178.32983790593332,375.47048662267747,9.261659974142162,0.00714026847636032,osm_anthro_df_2021_2022,fox
4250 meter buffer,-4.480453755161524,+,-0.13874648520327557,0.28236079259334845,0.7149191418759082,-0.6965446115100428,-0.27099025247824976,-0.3811353701995345,0.2150107150071772,9,-178.62434705650642,376.0595049238237,9.850678275288374,0.00531876549600417,osm_anthro_df_2021_2022,fox
4500 meter buffer,-4.51418012542687,+,-0.1402730698557724,0.42598222095572275,0.7532430793696174,-0.6273823702354566,-0.3166534491201104,-0.431186673466249,0.09272987727010343,9,-178.78634194669382,376.3834947041985,10.174668055663176,0.00452332044834958,osm_anthro_df_2021_2022,fox
1250 meter buffer,-4.370436570959659,+,-0.39906686990424906,0.31616393760173817,0.05967527658694697,-0.13259309175820191,-0.3583283649491654,-0.6933833539458056,0.19525575685237603,9,-178.78769346647124,376.3861977437533,10.177371095218007,0.00451721122060504,osm_anthro_df_2021_2022,fox
4000 meter buffer,-4.45284478052587,+,-0.15279826761112025,0.11613881464360211,0.7193882787133458,-0.6705790862104803,-0.24134432547276696,-0.2684028813711708,0.27955166756846295,9,-178.883624284481,376.5780593797728,10.369232731237503,0.00410400776050539,osm_anthro_df_2021_2022,fox
3750 meter buffer,-4.457177698183012,+,-0.16131487922371673,0.07542929444637861,0.758485305100004,-0.6356548304807937,-0.2503768750404649,-0.18799807205116287,0.2587333129184111,9,-178.93301715801482,376.6768451268405,10.468018478305169,0.00390622379224271,osm_anthro_df_2021_2022,fox
4750 meter buffer,-4.511306756047189,+,-0.12339491933947683,0.4476792244267041,0.7668238315397262,-0.6574976649659869,-0.3208702339223919,-0.3783410855636211,0.08300829284701362,9,-179.14607878045166,377.10296837171416,10.894141723178848,0.00315664420494034,osm_anthro_df_2021_2022,fox
2750 meter buffer,-4.467354011247283,+,-0.14086498462296074,0.3528975809997606,0.502462046221182,-0.4189058133636114,-0.34204148262388434,-0.49598901115139693,0.11544595050198005,9,-179.25255542593388,377.3159216626786,11.107095014143283,0.00283781065108951,osm_anthro_df_2021_2022,fox
5000 meter buffer,-4.46856173605516,+,-0.08202982988026078,0.42312798447557703,0.6552951944564928,-0.7113636705939541,-0.2512876419635777,-0.324329902407259,0.21082389858890155,9,-179.98934754051783,378.7895058918465,12.580679243311181,0.00135830927035427,osm_anthro_df_2021_2022,fox
3000 meter buffer,-4.452071984471572,+,-0.12976118429233682,0.30135658322014985,0.6008643521995908,-0.42734022666805577,-0.260462085898292,-0.3654256845049948,0.1609292085512464,9,-180.05679350386632,378.92439781854347,12.715571170008161,0.00126971793762185,osm_anthro_df_2021_2022,fox
500 meter buffer,-4.374015243427587,+,-0.18812252647567612,0.38674306046219425,0.0539992297198011,-0.015037512015605228,-0.21163502908162515,-0.6258046572733555,0.4756105893698335,9,-180.17403572042758,379.158882251666,12.950055603130693,0.00112924872093184,osm_anthro_df_2021_2022,fox
3250 meter buffer,-4.408018326357673,+,-0.14975687674373936,0.24888708748106303,0.5622034883762931,-0.4719079860100836,-0.19877737374788523,-0.24264816218088525,0.2546758831045641,9,-180.5557441687551,379.92229914832103,13.713472499785723,0.00077093139945106,osm_anthro_df_2021_2022,fox
3500 meter buffer,-4.427207458417356,+,-0.17301465431266153,0.21850584447440943,0.7023675481382207,-0.5011758338170951,-0.2699964657591223,-0.19721971935608779,0.14450934025573223,9,-180.57566397937237,379.96213876955557,13.753312121020258,0.000755726533766983,osm_anthro_df_2021_2022,fox
1000 meter buffer,-4.3100016726317145,+,-0.3818522214231636,0.19832465027881557,0.00875820766994434,-0.09753931920593119,-0.32273919955642716,-0.6295376899310283,0.2520072353044073,9,-182.72897673754557,384.26876428590197,18.05993763736666,8.77390286364972e-05,osm_anthro_df_2021_2022,fox
750 meter buffer,-4.324335869318999,+,-0.37675608931409815,0.30654176567062486,0.13031961456125263,-0.07750341367325557,-0.18687734247379242,-0.637586929894189,0.29356934384307953,9,-183.234350073362,385.27951095753485,19.070684308999546,5.29312281521746e-05,osm_anthro_df_2021_2022,fox
250 meter buffer,-4.3073705876131925,+,-0.15799041690667495,0.24807609740635542,-0.033861557719986314,0.12026799892031073,-0.1493281765986808,-0.8489739136818791,0.13914894589027874,9,-186.7349876621427,392.2807861350962,26.0719594865609,1.59736580426085e-06,osm_anthro_df_2021_2022,fox
1500 meter buffer,-0.19496875908021327,+,-0.08753505556614949,0.3266929491633996,0.06891804169608169,-0.4286887141017588,-0.07579262058734595,0.16605450565376711,0.3433685926058668,9,-565.155449296902,1149.1217094046149,0,0.7322431143063,osm_anthro_df_2021_2022,deer
1250 meter buffer,-0.19412552965864174,+,-0.0880258845409169,0.3531894048603217,0.07135595314758329,-0.42399480479694907,-0.06642568697945021,0.14971158401611412,0.3240821436361071,9,-566.4777626639718,1151.7663361387545,2.6446267341395924,0.195155995391529,osm_anthro_df_2021_2022,deer
1750 meter buffer,-0.18961868396601594,+,-0.10391011187751141,0.28875770692196157,0.0739916662412788,-0.40280137998246035,-0.09030177437859557,0.1712634237211169,0.34551399995574983,9,-567.7220823521725,1154.2549755151558,5.133266110540944,0.0562316365763304,osm_anthro_df_2021_2022,deer
4000 meter buffer,-0.1970629299047187,+,-0.23130892990590768,0.20068579253190233,0.01682496477704883,-0.3928508940120979,-0.03262867752053556,0.23454814436446117,0.42803279498139113,9,-570.4369801963707,1159.6847712035521,10.56306179893727,0.00372319318340522,osm_anthro_df_2021_2022,deer
3750 meter buffer,-0.19313564802219782,+,-0.2081860839715414,0.19357313218942163,0.04618191461195812,-0.4027613300426924,-0.025441281996741758,0.23608549635545772,0.4250870947535208,9,-570.4418988293273,1159.6946084694655,10.572899064850617,0.00370492512647254,osm_anthro_df_2021_2022,deer
2000 meter buffer,-0.1887216365236669,+,-0.11206116534638913,0.26025708533030406,0.05861882646139499,-0.3905779839470186,-0.08964065957943781,0.17165897684815334,0.35991365178879725,9,-570.6865295270894,1160.1838698649897,11.062160460374798,0.00290093283352756,osm_anthro_df_2021_2022,deer
2250 meter buffer,-0.18512209766427126,+,-0.12969512235871244,0.24334197442349792,0.048601939952970095,-0.36506591796235904,-0.05132720328789446,0.19006195188351274,0.38951860780024067,9,-571.2485324819812,1161.3078757747733,12.18616637015839,0.00165372347516014,osm_anthro_df_2021_2022,deer
4250 meter buffer,-0.20038494625579473,+,-0.24413572885661203,0.20867447818016338,-0.0038163627015008893,-0.37708924721903847,-0.05001197750101828,0.2240643689356021,0.42546522682816695,9,-571.5245152201857,1161.8598412511822,12.738131846567285,0.00125488841829529,osm_anthro_df_2021_2022,deer
3500 meter buffer,-0.1920635239671767,+,-0.1881608469030676,0.19372638870442518,0.04790480928649075,-0.39983314708697426,-0.03283989143065257,0.23055477941772434,0.4152408915941763,9,-571.7318345122903,1162.2744798353915,13.152770430776627,0.00101992323718407,osm_anthro_df_2021_2022,deer
3250 meter buffer,-0.18785576953030436,+,-0.1652736967817295,0.19973869651560122,0.0558740764346495,-0.38666424503206925,-0.027254558604212845,0.2216196442452987,0.41504395709377084,9,-572.5072121490336,1163.8252351088781,14.703525704263257,0.000469705080306138,osm_anthro_df_2021_2022,deer
4500 meter buffer,-0.20396228943722952,+,-0.2528883876477433,0.21781056351060468,-0.019732641865133543,-0.3705581695123521,-0.046904244393642866,0.2174197926331126,0.42383443688832617,9,-572.5605016240459,1163.9318140589025,14.81010465428767,0.000445329979362335,osm_anthro_df_2021_2022,deer
2500 meter buffer,-0.18532757330084315,+,-0.1308051073589947,0.22783894781393438,0.04884314559073612,-0.3605450000009997,-0.05163172182875946,0.20204682521413897,0.39442142714635614,9,-572.8045951734813,1164.4200011577734,15.298291753158537,0.000348877893140337,osm_anthro_df_2021_2022,deer
2750 meter buffer,-0.18404712090033679,+,-0.13375845196958824,0.21792514922521106,0.045337615047114976,-0.36662631320414174,-0.03938734947715196,0.20047128288453547,0.415810139653938,9,-573.1860699413033,1165.1829506934175,16.06124128880265,0.000238232530777282,osm_anthro_df_2021_2022,deer
1000 meter buffer,-0.18721587934396708,+,-0.11662569851216012,0.3464785344478648,0.09174870779413166,-0.35361155571393815,-0.07066707191188423,0.14494715681461984,0.2919623827309227,9,-573.2027757205551,1165.216362251921,16.09465284730618,0.00023428572969139,osm_anthro_df_2021_2022,deer
3000 meter buffer,-0.18461540519050404,+,-0.1509399785886576,0.21135509797006496,0.05027653060130579,-0.36915391093712946,-0.02600634605804215,0.20431237733023777,0.41687047305197705,9,-573.3590761563715,1165.528963123554,16.407253718939046,0.000200385097305486,osm_anthro_df_2021_2022,deer
4750 meter buffer,-0.20817269423363954,+,-0.2715653373637327,0.22286193272640847,-0.04620193247385253,-0.35619552749020306,-0.03453528770118033,0.21628748219572327,0.42013767039957933,9,-574.0335578664641,1166.877926543739,17.756217139124146,0.00010208025234344,osm_anthro_df_2021_2022,deer
5000 meter buffer,-0.2115667102018494,+,-0.2910133494986359,0.22229179056249537,-0.08787081183465652,-0.3352126398739555,-0.02876256854685865,0.21748385123729294,0.4348208837488657,9,-574.3720466095233,1167.5549040298574,18.43319462524255,7.27675816159551e-05,osm_anthro_df_2021_2022,deer
750 meter buffer,-0.17849140155776916,+,-0.08545024881393304,0.34663068561528537,0.12721215948650053,-0.2964609273725852,-0.024246170148900282,0.08335995815564765,0.27466558491993,9,-584.3733412804366,1187.5574933716841,38.435783967069256,3.29936873127171e-09,osm_anthro_df_2021_2022,deer
500 meter buffer,-0.1836003366819334,+,-0.015315386207920235,0.3323732038070765,0.13614903229772535,-0.28270668506464564,0.02861321235849839,0.09759078637603104,0.25796802901197463,9,-590.4101808186196,1199.63117244805,50.50946304343506,7.88251407013015e-12,osm_anthro_df_2021_2022,deer
250 meter buffer,-0.18482932248628697,+,0.02890545088659376,0.24524608003158002,0.10923204138147008,-0.24708686900713767,-0.048768801243117554,0.18617038506834369,0.0664279981562192,9,-598.5894563315833,1215.9897234739774,66.86801406936252,2.21029648676155e-15,osm_anthro_df_2021_2022,deer
